0: 654,1330,1339
1: 931,1526
2: 321,44,600
3: 1477,1544
4: 923,1144,10
5: 999,1745,828
6: 1684,1292
7: 41,920
8: 978,1013
9: 270,609,1423,141
10: 1015,4,512
11: 266,1272,883
12: 166,455
13: 1337
14: 758,821
15: 132,750,127,1251,1491
16: 230,20,1193
17: 788,399,1020,1014
18: 907,1643,1547,50
19: 345,1103,1735
20: 452,16,1653,665,1193
21: 
22: 843,1062,426,1188
23: 878,1661,882
24: 1338,527
25: 272
26: 833,239,548,157,1132,343
27: 1110
28: 1688,985,485
29: 1250,504,221
30: 1348,425
31: 264,276
32: 449,1120,1475
33: 
34: 1070,1293
35: 363,1443,313
36: 267,124,386,486
37: 
38: 734,204,575,1088
39: 143,1352
40: 1409,579,451,1140
41: 920,7
42: 
43: 53
44: 2,600,723
45: 453,339,114,617
46: 1106,540,684,1789
47: 954
48: 661,1621
49: 1528
50: 1643,887,18
51: 1670,380,86,1298
52: 489,1215,359,1498
53: 43
54: 70,1656
55: 1367,140,589
56: 
57: 1394
58: 574,809,1118,672,605
59: 1331,1311
60: 358,309,1585
61: 568
62: 1011,1137
63: 
64: 1439,1360,132,1211
65: 210,1395,819,1341
66: 160,754,1048
67: 1657,1060,973
68: 693,512
69: 1165
70: 1656,1097,1318,54
71: 624,725,838,80
72: 459,134,1135
73: 1282,786,1789
74: 
75: 709,1564,1479
76: 
77: 224,464
78: 1118,672
79: 1326,460
80: 1278,388,71,725
81: 1398,875,1372,1264
82: 1382,189,516,733
83: 950,436,1176
84: 407,1505,838,798,1142
85: 1588,1061
86: 876,1570,977,380,51
87: 119,1307,1623,1429
88: 852,1702,785
89: 
90: 1375,604,533,743
91: 
92: 100,210,442
93: 1019
94: 276,1646
95: 1279,1592
96: 628,655
97: 1314,801,1611
98: 1418,1576
99: 703,1565,259
100: 92,210
101: 1646,1621,184
102: 668,1343
103: 1682,1212
104: 1765
105: 1565,259,874,1791
106: 792,238,845,1476
107: 160,1430,1535,365
108: 536,943,182
109: 399,333
110: 1022,996,1056,634
111: 1409,1071
1750: 1476
113: 641,648,738
114: 339,45,896
115: 692
116: 544,425,1077
117: 1728,150,628,369
118: 1353,945
119: 1307,87,1623,1429,895
120: 
121: 1613,238
122: 633,561,1121
123: 1076,674,483
124: 267,36,386,823,486
125: 722,556,702
126: 967,739,1577
127: 132,15,1251
128: 660,1538
129: 1201
130: 1479,1555,1633
131: 1448,360,1057,1581,576
132: 15,750,127,1360,64
133: 249,277,244
134: 72,400,1043
135: 1485
136: 536,1050,957
137: 1039,396,613
138: 
139: 199,1119,1560
140: 1367,55,1199
141: 271,9,609,1423
142: 851
143: 39,938
144: 
145: 1198,1697,1361
146: 1498,636,711
147: 1293
148: 
149: 342
150: 1728,1057,117,628
151: 1072,1220,1129
152: 384,1081,1099,426
153: 278,853
154: 1301,297
155: 956
156: 1469,700,1136,477,852
157: 548,1132,26
158: 1591,446,818
159: 1247,166,455,1691,1259
160: 66,107
161: 1394,398
162: 1653,665,554,1404,1145
163: 
164: 376,1302,1329
165: 933,646
166: 1247,159,455,12,454
167: 770,255
168: 284,1367
169: 
170: 
171: 427,593,632,1040
172: 456,237
173: 1689,720,367,545
174: 1617,1163,1499
175: 721,478,1208,711
176: 1379,979,1782
177: 1351,413
178: 1306
179: 667,1164
180: 1345,1339,1539
181: 806,635
182: 108,536,716
183: 323,1142,624,310,838
184: 620,1532,101,1432
185: 689
186: 1405,1625,1344
187: 
188: 691,424,789,1434
189: 82,218,827,953
190: 1230
191: 1788
192: 383
193: 
194: 543,1659
195: 282,1548
196: 1378,427,593
197: 890,794,578
198: 1482,1556
199: 139,279,1560
200: 983,977,814,1298
201: 1154,844,1465,934,744
202: 897
203: 711,912,494,1028
204: 371,274,386,575,38
1782: 1632,1407,1264,1417,1398,176,979
206: 996
207: 1332,1370
208: 381,605,809,583
209: 963,649
210: 65,100,92
211: 1388,842,601
212: 1318,1243,1154,1461
213: 492
214: 1721
215: 537
216: 516,1708
217: 1333,482,1223,473
218: 1354,1382,189
219: 393,558,385,530
220: 1272,997
221: 29,1578
222: 
223: 1654,481
224: 77,287
225: 1667,906,743,995
226: 1313,992
227: 1218,1047,493,1574,445
228: 922,1376,606
229: 1453
230: 277,1614,16,1193
231: 1506,1232
232: 930,883,1516
233: 1206,803
234: 888,915
235: 
236: 812,1594
237: 429,172
238: 792,106,845,121
239: 1234,833,26,548,1623
240: 828,433,948
241: 1121,1686,706
242: 1063,986,1182,1067
243: 946,405
244: 133,249,384,1081
245: 959,690
246: 888,915,967,491
247: 1096,1303,982,1790
248: 1107
249: 384,716,337,133,244
250: 
251: 312
252: 
1730: 749,1525,1517
254: 
255: 1726,167
256: 973,1003
257: 749,1283
258: 964
259: 105,99,1791
260: 731,1790,1575
261: 1084,1100
1765: 104,1179
1792: 816,683
264: 31,1079,825
265: 435
266: 818,1217,11
267: 124,1268,36,386,1148,823
268: 913,911
269: 1015,774,691
270: 370,9,1552
271: 141
272: 25
273: 1530
274: 371,204,482,1756,575
275: 1478,1457,1033,736
276: 94,31,1514
277: 230,1614,884,133
278: 1061,153,928
279: 199
280: 1054,1399,1480
281: 840,1358,356
282: 195,1454,1168,654
283: 1639,492
284: 1199,168
285: 1176,778,1794,1785
286: 
287: 224
288: 1232
289: 1360
290: 440
291: 1371,937,1229
292: 
293: 1483,1297,1162,857
294: 1252
295: 1640,771
296: 
297: 1542,1301,154
298: 1127,618
299: 1282,646,910
300: 415,1666
301: 970
302: 1145,554,1202
303: 917
304: 1271,1410
1751: 523,1496,1098,1118
306: 1312,747,1493
307: 1519
308: 755,1008
309: 1585,60,1151
310: 624,183
311: 1198,465,968
312: 251
313: 35,854
314: 676,615,1446
315: 1473,577,1679
316: 
317: 717,1515,791
318: 1400
1755: 1325,885
320: 1495,1795
321: 2,1351
322: 835,1396,725
323: 183,1142,1016,1502
324: 661
325: 812,1726
326: 1192
327: 932,611,1489
328: 1566,1148,1450
329: 722,411,1280,1622
330: 1384,1556
331: 849,980
332: 509,753,1630
333: 911,109
334: 375,1785
335: 920
336: 1426,1408
337: 884,249,716
338: 1048,754,675
339: 453,45,114,1684
340: 886
341: 495,1405
342: 149
343: 810,833,26
344: 783,1546,1611,614
345: 19,1735
346: 982,1040,1009,1670,1310
347: 1328,1312,975
348: 
349: 639
350: 1459
351: 1671,666
352: 573,1017
353: 1056,1022,1437
354: 530,1124,813,937,1760
355: 1658,1240,623,960,943
356: 1746,281
357: 1462,1661,461,1694
358: 1585,60,1134,385,1124
359: 1208,52,762
360: 131,834
361: 434,1083
362: 864,681
363: 35,1443,1388
364: 1490,1082,415
365: 936,107
366: 1196,778,1233,1049,1427
367: 720,173,545
368: 649
369: 377,117,1427
370: 270,522,1552,1327
371: 274,204,482,1187,1268,386
372: 1669
373: 1439,550
374: 1245
375: 334,1785,1167
376: 164,499,697
377: 369,1239,1233
378: 1330,1168
379: 1569,1035,1123,524
380: 1310,51,1570,86
381: 208,431,991,605,1350
382: 1737,1389,504
383: 492,192
384: 249,1081,152,244
385: 530,1124,219,948,1134,358
386: 267,124,1268,36,371,204
387: 981,1350,672
388: 735,80
389: 
390: 1790,1209
391: 1787
392: 1315,1377,1362
393: 558,885,219
394: 1477
395: 1319,1329,697,702
396: 1256,137
397: 
398: 161
399: 825,1020,109,17
400: 134,1043
401: 801,1216,783
402: 1388,601
403: 586,1211,1439,1444
404: 1586
405: 946,862,243
406: 1735,814
407: 84,1505,1794
408: 1554,987
409: 644,1090,751,469
410: 529,1373,694,1468
411: 722,329
412: 
413: 177
414: 916
415: 1082,1391,300,364
416: 1131,1117
417: 1122
418: 1593
419: 797,1780,1290
420: 769,836,1359,1156
421: 1269,993
422: 1328,1769,1520,473
423: 698
424: 691,188,1434
425: 116,544,30,1348
426: 1188,929,152,22
427: 593,171,1378,196,1303
428: 
429: 1787,237
430: 1774,1332,1778,1370
431: 381,991,1350,566
432: 891,508,969
433: 240,948,1134
434: 361,1626,1637
435: 265,757
436: 83,1049,1176,1196
437: 594,1311,745
438: 1200,1500,561
439: 1237,1795
440: 1005,1589,290
441: 646,910
442: 460,92,587
443: 942
444: 477,1520,1328,700,1186
445: 1183,772,227,1218
446: 158,818
447: 590,1072,769
448: 1254,1558
449: 1120,32,1132,810
450: 1279,1369,663
451: 579,491,40,1409,1071
452: 20,780
453: 339,45
454: 1247,166,815
455: 166,159,1275,12
456: 172,902
457: 1663,933
458: 1746,1174,627,597
459: 72,627,1174,1034
460: 442,587,79
461: 1661,1462,357
462: 745
463: 572,1185,1097
464: 77,1083
465: 1558,1198,968,311
466: 1514,1589
467: 1743
468: 892
469: 409,751
470: 1550,1488,1442
471: 1029
472: 1093,921
473: 1520,1223,482,217,422,1186
474: 849,723
475: 628,1448
476: 1680
477: 444,1692,700,156
478: 175,721,1208,1286
479: 696,1791,765
480: 
481: 1148,223,823
482: 1333,217,1187,473,371,274
483: 123
484: 519,1593
485: 1784,28
486: 659,124,36
487: 534
488: 551
489: 52,1592
490: 
491: 579,451,246,915,1577
492: 383,213,283
493: 1215,1574,1610,227
494: 1313,1028,636,203
495: 341,1405
496: 580,822,1365,567
1796: 503,1026
498: 
499: 697,376
500: 719
501: 1249
502: 
503: 1796
504: 29,382,1389
505: 1620,1459,976,564
506: 810,1366,1120,1500
507: 807
508: 969,432,1267
509: 332,667,1164
510: 793,1581
511: 1615
512: 10,693,68
513: 
514: 715,1389
515: 1387,622,1744,1197
516: 216,1572,82,1708,733
517: 642,875,1068
518: 529,1146,1322
519: 484,631
520: 768
521: 822,1584
522: 1552,1147,370
523: 1751,1618,1496
524: 379
525: 768
526: 1254,1322
527: 24,1338
528: 771
529: 518,1418,410,1468
530: 385,1124,354,219,1760
1737: 382
532: 630,1525,1133,1517
533: 90,1375,1774,1451
534: 487,1238
535: 608,857,1509
536: 108,136,1099,182,957,716
537: 215,680
538: 1086,1395,1785,1616,1180
539: 683,1555,1544
540: 46,598
541: 799,972
542: 1248
543: 194,1659
544: 116,425
545: 173,367
546: 
547: 
548: 157,1307,1623,239,26
549: 1231
550: 757,699,1515,373
551: 1251,1189,488
552: 1295,677
553: 1194
554: 665,1257,162,302,1145
555: 1177,1138,1044,983
556: 1551,702,125
557: 1571
558: 393,219
559: 1461
560: 1070
561: 122,1121,1500,438
562: 721
563: 
564: 770,1459,505,1620,1403
565: 704,1206,832,1137,1011
566: 431,991
567: 1316,496,822
568: 61,760
569: 
570: 1645,1347
571: 837,917
572: 1159,463
573: 848,352
574: 1568,809,58,1098,1118
575: 1756,1136,274,204,38,1088
576: 1581,1396,131,1057,1278
577: 1473,315,1325,740,741
578: 1643,1547,197,890
579: 491,451,915,40
580: 496,1365
581: 1793
1735: 406,1420,345,19
583: 1628,1229,208,610
584: 1685,1464,643
585: 1093,1342
586: 403,1211,1647,1444,1147
587: 891,460,442
588: 992,1574,1047,636
589: 1253,55,866
590: 447
591: 
592: 1054,714
593: 427,171,603,632,1596,196
594: 437,1311,745
595: 995,1587
596: 884
597: 1358,1276,1746,458
598: 1447,540,684
599: 1146
600: 2,44,966
601: 1388,211,842,402
602: 1442,993,1269
603: 1510,1126,1596,811,593
604: 90,1375
605: 381,208,809,58
606: 1356,1041,228,1376
607: 806,893,1327
608: 535,1007
609: 9,141
610: 1308,991,1628,583
611: 327,932,905,1302
612: 
613: 626,1524,137,1039
614: 1611,1706,344,1546
615: 760,676,314
1783: 1491,1647,730,1411,874
617: 897,896,45
618: 1430,298
619: 1262,1263
620: 184,1532,1020,1014
621: 1691,1603,1275
622: 1387,515,724,1497
623: 1522,355,960
624: 71,310,838,183
625: 1613,881
626: 613,1524
627: 459,1174,458
628: 96,475,117,150
629: 
630: 532,1133,1603
631: 519
632: 872,1310,593,171,1040
633: 122,1121,706
634: 1056,1639,110
635: 791,181
636: 146,588,494
637: 
638: 1050,960,943,1522
639: 349
640: 1114,1128
641: 113,648
642: 517,1068,1531,1085
643: 1605,909,584,1464
644: 409
645: 1290,1203,1642,1780,839
646: 441,165,910,299
647: 1636,1090
648: 703,113,641,738
649: 368,209
650: 1481,729
651: 1234,833
652: 
653: 1284
654: 0,282,1168
655: 1092,96
656: 1089,1101,1452
657: 
658: 1525,1425
659: 486,998
660: 128,851
661: 48,324
662: 1627,1200
663: 450,1369
664: 1795
665: 1653,1193,554,20,1257,162
666: 1671,351
667: 1169,509,179
668: 102
669: 1053
670: 868,1604,900
671: 734,998
672: 78,58,981,387
673: 1582
674: 123,1781,1263
675: 338
676: 760,615,314,1028,1446
677: 1109,1295,552
678: 1677,1690,1047,1183,992
679: 1111
680: 537
681: 1675,1178,864,362
682: 1713,931
683: 539,1555,1792
684: 1106,46,598,720
685: 1591,1007
686: 1788,797,1345
687: 756,926
688: 1324,947,1650,1648,1095
689: 185
690: 959,245,701
691: 188,424,269
692: 115,739
693: 68,512
694: 817,1468,938,410,1373
695: 1401
696: 479,765,807
697: 499,376,1329,395
698: 423
699: 757,550,1515
700: 1756,1186,1136,477,444,156
701: 959,690
702: 556,1551,395,125
703: 648,99
704: 565,1349,832
705: 1102,1289,1023
706: 1433,241,633,1121
707: 849
708: 1330,1002
709: 75,1425
710: 1335,1252
711: 203,912,146,175,721
712: 1699,1055,1265,1543
713: 1383,868
714: 1638,1480,592
715: 1389,514
716: 249,182,536,337
717: 317
718: 1157,1580,1105
719: 500
720: 367,1106,684,173
721: 175,478,711,912,562
722: 329,411,125,1622
723: 44,474
724: 1599,622,1497
725: 71,1396,80,322
726: 1041
727: 
728: 1309,796,939
729: 1094,650
730: 1783,1147
731: 775,260,1575
732: 1672,1682
733: 827,516,82,1708
734: 38,671,1088
735: 1427,388,1794
736: 1143,275
737: 961
738: 1385,113,648
739: 692,126,1533
740: 1757,1502,577
741: 1325,577
742: 843,1062,1096,1475
743: 906,90,225
744: 1340,934,1154,201,1635
745: 437,594,462
746: 
747: 1668,1493,306
748: 858,1539,1339
749: 1730,257,990
750: 132,15,1211
751: 409,1090,1603,469
752: 1383,1549
753: 332,1414
754: 1048,338,66
755: 308,1249
756: 687,1713
757: 550,699,435
758: 14,1189
759: 1016,1505,1624,1757,1502
760: 676,615,1313,1028,568
761: 1652,1227,1006
762: 1270,359,1208
1745: 999,5,1441
764: 865
765: 479,696
766: 1588,1662,928
767: 
768: 520,525
769: 420,447
770: 167,564,1620,1403
771: 528,295
772: 445,1260,1130,994
773: 1295,1245,1109
774: 930,269,789
775: 731
776: 1671,898
777: 
778: 1176,1196,366,1794,285
779: 
780: 452,1282,1789
781: 1478
782: 1447
783: 344,401,801
784: 1422,1231
785: 1510,88
786: 1528,73,1789
787: 
788: 17,994,1130
789: 188,774,1516
790: 1633,1133
791: 317,635
792: 106,238
793: 510
794: 1224,1414,197
795: 
796: 1312,728,939
797: 419,1345,686
798: 1794,838,84
799: 844,972,541,1465
800: 953
801: 401,783,1611,97
802: 
803: 233
804: 
805: 987,1392
806: 181,607,893
807: 507,696
808: 1651,1501
809: 574,1568,58,208,605
810: 506,343,449,1120
811: 1596,603
812: 325,236,1726
813: 1124,354,1585,1472,937
814: 1598,200,406
815: 1043,454
816: 1784,1792
817: 694,938,1361
818: 266,1217,158,446
819: 1309,1167,1395,65,1341
820: 1368
821: 1131,1058,14
822: 521,496,1584,1316,567
823: 481,267,124
824: 1292,865,1428
825: 399,1079,264
826: 1501
827: 733,189,953
828: 240,1216,999,5
829: 
1726: 255,325,812
831: 1202,1627
832: 1422,565,704,1011
833: 1234,239,26,343,651
834: 360
835: 322,1581,1396
836: 420,1156
837: 571
838: 624,71,798,183,1142,84
839: 645,1203,1321
840: 281,1237,1191
841: 1235
842: 211,601,1788
843: 22,742,1062,1475
844: 1154,799,972,201,1465
845: 106,238,873,1613
846: 861
847: 
848: 573
849: 474,331,707
850: 
851: 142,660
852: 88,1136,1469,156
853: 153
854: 952,313,1412,1218
855: 1397
856: 1743,1744,1197
857: 293,1138,535,1045
858: 748,1569,1035
859: 1221,1572
860: 
861: 846
862: 405
863: 1596,1050,957
864: 362,681
865: 1673,1508,824,764
866: 1253,589
1721: 1317,214
868: 670,1604,713
869: 1192
870: 1334,1305,1469,1510,1126
871: 1365,1025
872: 1126,632,1334,1310
