0: 4371,1840,316
1: 96
2: 3089
3: 1628,3862
4: 3503
4202: 
6: 763
7: 2461,369
8: 4294,4681
9: 1206,3252,2931,2224
10: 2931,2547,540
11: 2981,3332,1917
12: 2545,294,1249
13: 4313,1176,2885,878,3046
14: 1509,1823,1314,258,31,3894
15: 3236,4685,1731,893
16: 2198
17: 2458,4675,62,442
18: 1819,917,4680
19: 4098,672,1727,2996
4334: 2697,1019
4820: 4008,3389
22: 3607,2649,2759,3981,4093
23: 1765,2465,2487,2513,4461,1854
24: 
25: 4355
26: 3896,2403,2813,3882
4624: 1889,2960,1946,120
4800: 287,3517,3143,1481,276,3187,4315
29: 3724
30: 4000,2777,4552
31: 2399,1587,1314,3987,14,3894
32: 786,3605
33: 2485,424,3370,1045
4767: 1297,791,3818,1320
4097: 4362,1486,4720
36: 4578,3718,2409
37: 2844
38: 3112,101,2842
39: 3847,3141,2700
40: 3071,188,2820
41: 2170,2984,671,823,1429
42: 43,4374,369
43: 42
44: 522
45: 1545
46: 1566,126,1535
4592: 4080
48: 223,1636,4768
49: 933,4221,3252,4381
50: 4558,648,1278,1092,312
51: 3197,4776
4591: 2121,3531,2549
53: 1376,4455,1441,727
4341: 3833,145,4535
55: 3230,2344,4457,4659,4559
56: 
57: 3150,3478,4192,3322
58: 1950,3608,3209,3476,4048
59: 3837,4413,202
60: 2457,2614,4769,339
61: 1700,191,4501
62: 910,17,3167
4773: 4494,2206,4185
64: 4742,3727,1945
65: 1864,4665,1783
66: 303,2967
67: 1232,509
68: 1040,1034
69: 3047,668,372
4142: 366,561,2520,1005,1880
71: 2001,2172,349,3443,1406
4380: 2110,1777
73: 979,2719,824
74: 3860,4225
75: 3825,1686,718,2814,2800
76: 227,3251,742,1548,3447
4213: 3446,3687
4721: 4745,3580,816
79: 3489
80: 443,1115,1682
4609: 4766,4243,547,4823,3780,4180
82: 1303,1048,3477,616,3965
83: 4694
84: 240
85: 3993,1733,3693
86: 444,1767
87: 4782
88: 2041,3130,3255
89: 304,3297,2216
90: 2064,2058,2913,2268
4709: 1583,2934,4805,1510,1240
92: 184,2154,3463
93: 
94: 1317
95: 3134
96: 2586,1
4640: 2839,1201,4023
98: 
99: 4285,1496,3691,4589
100: 1393,550,1069
101: 4497,708,622,38
4468: 4779
103: 3452,1576,3757,3362
104: 850
105: 
106: 2848,4807
107: 3786,4544,2100,3471
108: 2250,2824,532
109: 4361
110: 4524,1031,580
111: 219,2682,3222
112: 1456
113: 1512,1138,1216,2257
114: 1857
115: 
116: 4454,148
117: 1064,4649,4155,4813
118: 4523,3662
119: 4373,3300,1940,4266,4653,1217
120: 1946,2716,1075,4624
121: 1627
122: 4013,154
123: 3776,4340,4786,2679
4365: 1402,412
125: 3716,309
126: 46,1566,1535,4819,3352
4652: 661,2801
128: 4781,2335,2352
129: 
130: 1283,1453,3371,2518
4811: 2304,331
132: 
4280: 459,3962,338
134: 730,3663,3925,4498,1332
135: 528,2599,217,4548
136: 4407,1111,435,1025
4108: 299
138: 842,3528,2755
139: 
4095: 3735,1872,597
141: 1242
4661: 2177,1855,816
143: 774,4192
144: 3483
145: 3833,1663,4469,929,4341
146: 2400
147: 1279,2662,2954
148: 116,4454
149: 4510
150: 4682,2989,1515,1334
151: 1580,3205
152: 4013
153: 1629,2818,1134,3149
154: 2731,4013,122,2341
155: 1506,1205,3137,521
4683: 2014,1097,2874,3811
157: 2985,1503,3667
158: 4295,4324,1108
159: 2794,640,2861
160: 4587,774
161: 1918,2374,894,740,4821
4511: 3194,2519,3435
163: 4063,4596,2464
164: 1274,2778,1753
165: 2673,2506
166: 1715,2306,1556,4549
167: 1005,1659,4333
168: 795,3649,1560,354
169: 
170: 1436,3322,380
171: 313,2138,2695
172: 510,2370,4532,3639,907
173: 2570,931
174: 3284,3583
175: 3167,3932
176: 
177: 3722,1106
178: 
179: 
180: 1626
181: 353,1244
182: 2035,2075,3460,1853,1436,4750
183: 4256,2859,3342
184: 92,2154
185: 
186: 3469,4119,2433
4776: 4420,51
188: 2820,4534,1604,3071,40
4684: 
190: 3899,3428,1819,1228
191: 4501,61,1700
192: 
193: 
194: 
195: 4355,2095,912,1508
196: 4000,1654
197: 
4107: 1015,4249
199: 341,4529,1363
200: 456,4178,3095
201: 786
202: 2944,3521,59
203: 1317,3441
4598: 3387,2263,1641,3242,3802,3338
205: 2902,4570,749
206: 2594,849
4405: 4697,257,3806,2430
208: 2297
