0: 2659,1116,4162
1: 
4450: 1789,5,4746,1522
4812: 1057,1050,1365
4: 2440
5: 4450,4746,167,2764
6: 4064,1371,1061
4620: 1942
8: 1800
9: 891,53,3756,2070
10: 4426,3334
11: 
12: 553,3161
4264: 413,325
4608: 3190,1927,1606,3855
15: 
16: 1963,1958
17: 652
3591: 1681,4001
19: 1193
20: 4024,1123,4079
21: 156,2024,1377,338,3655
4015: 38
23: 2889,1398,633,1180
24: 1912,3641,3229
25: 2067,3522
26: 1018,2181,4723
27: 306
28: 1108
29: 4000,93
30: 1213
31: 4818,84
4108: 2125,4527
33: 1764,2020,4704,618
34: 3410,1829,3217
35: 4120,4791
36: 4461,2112,191
4088: 1504
38: 1867,916,3024,4015,289,2968
39: 
40: 3544,648
41: 4518,4388,357
42: 2054
4669: 3997,4151,1425,1785
44: 
45: 2705,2754,1385,502
46: 
47: 
48: 2256,1999,2723,1374,2187,2416
49: 3360,4571,1121
50: 2776
4776: 2502,3995,4512,2033
52: 2182,1206,3728
53: 4455,4183,9,576,3756
3775: 4228,3626,3066
4306: 4740,2234
56: 4197
57: 2866,4363,935,2005
58: 2738,953,1985
59: 2226,2731,1222
60: 4288
4539: 4804
62: 3997,1170
63: 2632,2840
4228: 1471,3626,3775
3769: 1606,2311,3779,244,340
66: 1642,322,1762
67: 1438,379,2245
4304: 3867,828
69: 4517,1580
3787: 3804,625,946
71: 1436
72: 584
4103: 3218,712,594,3132,535,3061,3917
74: 1135,318
75: 4009,2758,235,4158
76: 2152
77: 2981
3819: 1822,603
79: 4115,1605
80: 370,4707,1212
4367: 185
82: 898,4716
83: 2063,113
84: 4796,4818,31
85: 2716,1874,2404
86: 4774
87: 
88: 3389
3692: 3866,201
90: 2833
4821: 814,2049,3913,694,4344
4616: 3899,4691,155,4540,4805,4002
93: 1333,29
4041: 506,1503,2898,2915
95: 2951,613
96: 
97: 1061,825
98: 1677,4725,124,2510,933,1161
3758: 1485,2164,1146
100: 3133,3600,3933
101: 1294
102: 2770,4549
103: 1725,519
104: 4681
105: 887,950,2294,1040
106: 2755,4484
107: 3854,2175,632
4768: 2064,4583,4063,4461,2112
4167: 4313,2218,4783,3029,2263
110: 1649,2140,839,2797
3908: 4445,1115
112: 4644,3656
113: 3053,2546,83
3817: 188,4505,2419,2207,1395
3864: 2413
4662: 
117: 2369,3753
118: 3928,3181
3725: 
120: 4811,4504,4464,4814
121: 415
4097: 2837,4774
4455: 53,4488
124: 3476,1879,2510,933,98
125: 1421,622,4783
126: 2827
127: 1860,785
128: 
129: 
4668: 1732,2456,1494,4196
131: 1228
132: 3573,4331,4087,2650,362
133: 683,2842,2593,4596,3044
134: 905,4005,2225,971,3754,3136
4665: 4588,1874,838,2404,4526
136: 1634,3321
137: 4232
4325: 1476
4067: 2933,2555
140: 1446
141: 2584,453,4590,1440,3107
142: 946
143: 783,469,1506,4781
144: 2480,4709,1326
145: 3334,3957
4802: 1953,945
147: 3960
148: 4758,3354
4787: 3069,1160,408,4813,4426,2015,707
150: 490,1152
3710: 1255,358
152: 3532,521
153: 1198,1788
3832: 
155: 551,4540,4805,4616
156: 21,2024,4806
157: 3870,2127,2553,3102
4191: 3040
4482: 2763
4429: 
161: 3493,1091
162: 552,2254,3939,4242,983
3631: 513
164: 
165: 4462,3419,3647,4588
4272: 3297,701
167: 2764,1668,4210,4634,4703,5,4746
168: 3557,2757,3426
169: 645,3396,4731
3655: 1377,21,484
171: 1442
172: 3561
173: 2732,1413
174: 3689,1076,3464,4195
175: 3332,2170
4798: 
4715: 
178: 302,4348,2749
179: 
4534: 
181: 
4360: 1141,4316,3202,1840
183: 863,3414,3744,2303,2264
4286: 3254
185: 4367
186: 
3826: 1896
188: 3817,3417,4505
3703: 3203
4052: 2964,1995,4474
191: 498,990,36,4461
192: 1154,496
193: 3299,2493,1793
4054: 293
195: 
196: 
197: 4346,302
198: 679,1583,1375
199: 4487,4114
4558: 481,2301,3824,3391
201: 3692
4337: 2926
4421: 
204: 4765,2370,3610,1792
205: 429,3650,1730
206: 2449,1320
4009: 75,4119,4158,1513
208: 998
209: 
3895: 2365
4753: 1446,869
4305: 3072,4187,1120
213: 2691,2659,4663
214: 3518
215: 3785
216: 1604,1970,2520
217: 3302,1529,1884
218: 3943
219: 3985,3210
3712: 4514
221: 4219,415
222: 1286
223: 4166,3185
224: 932,3270
225: 577,819,3992
4485: 1026
227: 3525,2178,4605,4805
228: 1159,1684,1938,1266
229: 4659
3644: 3768,679
231: 3638,4687
232: 2400,2791
3830: 1973,246
4394: 2889,2531,1180
235: 620,2758,75
236: 1143
237: 4138,2473
238: 
4236: 1075,3540
240: 1765,3163
4499: 3820,3911
3737: 427,2150,3923
243: 3564,959
244: 3087,3769,340,4258,3977
245: 3366,2267
246: 2813,1973,3830
247: 1743,2313,4762,993
248: 4470,869,2194
4176: 1881,2848,3777
250: 
251: 4471,4632,1729
252: 2852,987,3047
253: 2783,1420
