0: 741,2660,4309
4486: 36,705,3198,4536,1836
2: 136,413
3: 2449,3162
4548: 4005,3640,2191
5: 2655,4161,4710,3173,1990
6: 
7: 3170,1369,1609
8: 
9: 4238,4455,2280,2100
4717: 318
4739: 1342,88
12: 4719,3956,4598,3985
13: 4667,4036,217,1803
4792: 2427,3211,1837,676,4110
4186: 1977,2940,4232,834,2515
16: 1074,2854,663
17: 789,2393,1202,1745,3018
18: 3763,4571,2711
19: 4745,1897
20: 3164,4285,4625
21: 2823
22: 4505,489,3153,4580
23: 4115,2927,4268
24: 
25: 1910,4200,146
26: 4821,2748,875,2812
27: 4407,4732,4563,1636
28: 1962
29: 3373
30: 1159,3397
31: 3725
32: 3724,861
33: 3259,1241
34: 4459,2061,922,2561,1445
35: 1085,1839
36: 1414,4486,1722,4536,3372
37: 4021,1692,4681
38: 536,2113
4433: 2201
40: 643,1794,4450,1567
41: 1480,92,2491
42: 512,430
43: 1472,4292
4461: 1678,2136,3952,556,2638
45: 4355,437,3409
46: 64,2472,3085
47: 1213
48: 4617,3357,369,460,2003,3035,4796
49: 2545,511,4457
4628: 578,972,3277
51: 88,2678
52: 4002,4198,1842
4319: 1786,3704,4251,1775,2421,411,1532
54: 3052,3166
55: 2175,3760,1633,2734,3612
56: 
57: 1006,2680
4561: 
59: 1653,1348,3207
60: 
61: 435,611,4793
62: 2016
4622: 4291,1033,1166,1854
64: 4239,2472,46,2901,3085
65: 4158,4046,1050,3012
66: 3314,4725,2857,2572,2140
67: 1438,2732,1374,3912,342
4525: 4156,3847,1939
69: 2137,1405,3820,235,3951
70: 
71: 948,3852,3527,2424
72: 1228,1948
4651: 2312,2145,3243
74: 
75: 1513,316,1110
76: 1196
77: 4686,891,459,3227,421
4378: 1089,3459,2281
79: 4370,963,3165
80: 668,1212,4526,422
81: 3571,235,3951,3883,1961
82: 3639,412
4354: 4346,4513,2457,1505
84: 770,3177
4172: 3301,345
86: 3210
87: 1599
88: 51,1342,4739
89: 3962,4691,2562,446,1648,1136,939
90: 3718,2489,3189
91: 1167,4394,4658,4226,4197
92: 1480,41
93: 1177,306,1007,2743
94: 3482,3965
95: 
96: 2932
97: 1006,2226,2343
98: 4406
99: 4147,221,3750,1441
100: 365,292,4551,1712
101: 2874,4786,3206,817
102: 2017,496
103: 3242,133,1529
104: 3120,2251,2079
4733: 4682,3284,4531
106: 1214,4781,2185
107: 877,4193,2108,2697,2928
4241: 2395,2103
4491: 284,3319,1935,802
110: 4569,2461,1835
111: 215,904,402
112: 2265
113: 1437,2845,2675
114: 499,4669
115: 3345,405,2933
116: 347,1726
4626: 3607,673,1324
4784: 1251,2099,2618
119: 2564
120: 2763
121: 1576,4530,4079
122: 3609,3958,815,2369
123: 1275,4128,3156,2646,1023,573
124: 4112,1449,4391,3881,3685
125: 2638,3410,1609,4437
126: 782,4011
127: 826,4634
128: 781,4694
129: 
130: 
131: 1113,3169,3612,2853,1475
132: 2611,1334
133: 2069,1529,103
134: 4211,1940,3158,1032
135: 2121,2119,1618,2967
136: 2,2105
137: 2966,3030
138: 778,2239
139: 
140: 432
141: 2137,2342,150,1215
4314: 1798,3828
143: 457,1702,4597,4213,1406,4823,2576
144: 692,3723,958,1677,221,3750
4702: 947,439
146: 2435,4200,25,3989
147: 4770,2182
148: 3630
4576: 1119,3227,971,4272,1395
150: 3951,3883,2137,141,2758,3508
151: 1756,4601,155
152: 
153: 671,282
154: 938
155: 3005,2198,151
156: 475,4377,217
157: 417,4048,692
158: 3505,1531,4259,4114
159: 164
160: 1352,3209,4279
161: 4727,859,1469,2038,4158
162: 2440
163: 1981,3417,1941,2072
164: 159,2447
4270: 936,1262,255,4074,702
166: 3930,1134,750,1476,2635,1341,2826
167: 4125,4542,4071,1583,4003,1738
168: 2210,547,3565,3940,3180
169: 3783,3651,1894
4593: 4116,2455
171: 3932,1149,1512,4349
4744: 4206,1756,2071
173: 4705,1619,3488,3685,2535,2062
174: 548,2055,354
175: 1120,1146,2724,1952
176: 631
177: 2697,2928,3374,1844
178: 
179: 2282,700
180: 
181: 4190,302,4786
182: 3677,3737,4183,4009
4477: 1385,3175,792
184: 4549,3884,3137,2729,1353
185: 1098
4732: 4123,2372,4407,1724,27,1636
187: 356,1021
188: 2301
189: 3559,4574
190: 4605,1070,1288,3851
191: 3049
192: 3502,1053,4779
193: 4155
194: 
195: 4104,3590,4411
4521: 4460
197: 2626,4738
198: 4350,2664,1413,1980,2401
199: 
4786: 181,302,2874,101,2640,1989,2573
4152: 990,2793
202: 
203: 3589
204: 4445,3558
205: 3490,4322,2909,2980
206: 4132,1492,2109
207: 505,1438,2732
208: 1755
4767: 2789,3818,2831,1002,3209,2589,3252,1799,3753
210: 2130,1479,2488,1856,1268,4116
211: 1317,4425
4373: 3277,4582,578,4814,1470
213: 4746,3262
214: 3753,3040,3366
215: 1084,3768,111,1520,4524
216: 349,2630,2080,3709,3251
217: 1803,4667,13,156,4377
218: 4304,397
219: 3206,2197,4701,2874
220: 3055
221: 3750,99,144,3723
222: 
4618: 1179,602,3778,994
4397: 3490,3411,3184,3625
225: 876,3743
226: 3790,3326
227: 1881
4780: 2246,4443
229: 4048,3339,1395,3886
4441: 3288,2023,2348
231: 828
232: 3762,3620,241,3952,4641
233: 3599,1894,3651
234: 2976,2741
235: 3297,3571,81,3820,69,3951
236: 1439,4056
4520: 
4353: 
239: 2115,3199
240: 3129,2539,2567
241: 3762,232,2460,3519
242: 3170,2709,3669
243: 4701,4190,1826,1151
4330: 4818,3466
245: 2546,279
246: 1042,4023,3395,4481
247: 4616,531,294,3065,1822,494
248: 791,2770,1295
249: 
4581: 1251
251: 1931
252: 4274,3583,675,598,3394
253: 
254: 1767,2114,3403
255: 429,2167,936,4270
256: 2890
257: 2214,2652,2501
4693: 2955,4499,4531,2926,3284,605
259: 4342,2846,4774
260: 4212,3262,4569,2461
261: 2777
4136: 
263: 1100,4063,4111,4135
4501: 2678,426,2585
265: 1259,3243
266: 
267: 3832,4614
268: 949,3539,868,2756
4691: 3962,89,939
270: 1256,4746
271: 2368,4231,898
272: 814,396
273: 
274: 3311
4174: 599,3097,366
276: 2986,1736,868,845
277: 2425,3274
278: 1970,838,2496,3468
279: 245
280: 
4612: 
282: 2241,671,153
4633: 4394,683,570,4658
