0: 4622,489,2858
4486: 2512,1412,1522
2: 413,2105
3: 881,2554,2729
4548: 1642,3855,877,1471,3646
5: 2990,4710,1528,4147,4455
6: 
7: 1369,4768,4330
8: 4478,485
9: 3657,4102,2571,2922
4717: 2982,3579
4739: 1430,2548,1221,2355
12: 4401,2187,738,813
13: 2953,579
4792: 1059,2223,2431,988,46
4186: 2529,2413,754
16: 2825,1127,1864,2636
17: 2543,2254,3108,1225
18: 2593,3266
19: 4497,2649
20: 3682,699,4591,3492
4119: 409,4797
22: 1033
23: 3373,3213
24: 234
25: 2766
26: 2889,4138,2915
27: 1276
28: 3221,4581,3671,2534
29: 
4523: 
3940: 3063
32: 1055,2505,1013,669
33: 3763,4643,3496,570
34: 3164
35: 3482
36: 702,2664,518
37: 4738,4813
38: 4585,1445,579
4433: 3320,1235,1409
40: 4371
41: 1929,4192
42: 1988,512
43: 3491
4461: 3952,4437,1092,3669
45: 4630,2721,4421
46: 988,4261,4792,1605
47: 3008
48: 1455,270,709
49: 3708,2563,3869,4002
4628: 3244,226,982
51: 4806
52: 4002,344,2563,3176,865
4319: 4363,1476,1488,2958
54: 4563,2610,4397
55: 604,3959,1100,3492
56: 
57: 4779,2172
4561: 
59: 184,3098
60: 452
61: 232,312
62: 
4622: 3471,0,1601,3392,3706
64: 3387,129,1699
65: 4158,1150
66: 3171,930,1441,1191
67: 342
4525: 
69: 2206,1944
70: 
71: 3327
72: 947,3901,455
4651: 637,2474,3801,4379
4689: 4511,3219
75: 1977
76: 1222,1785
77: 459,2646,446,3875
4378: 4304
79: 4053,1017
80: 3654,1975,2520,422
81: 2215,941,3582,1856
4771: 1094,1444,4129,2252
4354: 2577,2957
84: 267,1306
4172: 3578,1276,2568
86: 4255,3939,4711,947,3747
87: 591,3819,4774,1258
88: 1179,2034,1439
89: 1677,766,685,4102,3339
90: 804,4552
91: 4718,3587,3929
92: 1250,647,1744,2264
93: 3321,2338,3344,3946
94: 4510,3103,2966
95: 2790
96: 4520
97: 1756,2886,2198
98: 2861,1418,1109
99: 3339,2280,2140,3750
100: 1284,3349,989
4037: 2348,4376,1824
102: 1901,3319,2576
103: 4054,1778
104: 4780
4733: 3755,1375,365,774,2056
106: 2354,2226
107: 4140,1198,3374
4087: 2550,3327
4491: 3983,3175,792,4795,4169,2057
110: 4386,2169,4746
111: 3646,717,3855,1879
112: 
113: 2237,4073
114: 2457,2179
115: 1787
116: 180
4626: 2892,921
4784: 1536,3527,3473,2450
119: 3311
120: 4764,986
121: 3587,3929,1662
122: 4039,2855,3818
