0: 3577,3938,4371
1: 3921,4403,578,2987,3277,3916
2: 1865,43
3: 828
4: 2447,3529,1274,44
5: 357,1972
6: 1717,3058,376,2576
7: 2105,256
8: 638,1776
9: 845,681,1520,4149,3480,4426
10: 4711,4141,3833,1661,2224
11: 4789,3428,477,1822
12: 3976,1062,294,3982,1651
13: 579,2391,699,4063,4778,1068
14: 3048,468,1617,4330,3115
15: 4763,1751,237
16: 1391,893,3518,2621
17: 1486,2850,4607
18: 1704,4803,4199,1354,726
19: 1725,1605,2347
20: 704,2213,4447,1445,1103,22
4820: 3213,2288,121,73,2033
22: 1103,20,2419
23: 261,220,2220,4366
24: 3992,3021,512
25: 1935,961,3061,2690
26: 4705,466,4773,3993,4526,2416
4624: 325,2214,1946,1075
4800: 4060,2532,3862,2162
29: 2381
30: 805
31: 2422,321,2364,2574
32: 2050,4160,890,3402,4143
33: 1982,917,3210
4767: 4656,4192,3891
35: 2650,1956,2424,497
36: 1533,1559,1705
37: 4361,4702
38: 3379,3112,4163,4438,4350
39: 
40: 1972,2959,2540,292,3608,3888
41: 1028,227,679,3957
42: 3774,1809,4504,3853
43: 2348,2
44: 266,1274,4,3594
45: 3174,2565,1723
46: 1140
4592: 1061
48: 4296,3812,2691,2678,2792
49: 953,2140,3155,4235,3930,2769
50: 4091,4600,4817
51: 3840
4591: 4567,2249,2697,2477,1993
53: 160,3478,1563,2886
54: 2743,2513,2093
55: 1780,3794,4332,3807,1112
56: 
57: 2052,4451,1243
58: 1974,4048,3476
59: 2482
60: 717,2583,2032,4288
61: 3246,641
62: 1192,3127,4502
4773: 3674,3993,144,4526,26
64: 947,1806,1579
65: 4518,3499,4337,1215,1091
66: 4049,3460,2478,671
67: 3228,1687,2951,1685,4214
68: 708,3636,2034,289,3759
69: 4150,1032,701,3533
70: 934,2799
71: 427,3464,349,4046,3232,2128
4759: 1513,1962,3449
73: 4115,3029,4820
74: 2029,1502,2996
75: 2025,1781,3278,719,1944,718
76: 3884,1037,4758
4668: 4215,1127,358,3816,1985
4721: 3934,3073,4474
79: 2516,4501,2917
80: 1472,1163,2396,94
4609: 1005,2346,3084
82: 695,744,4503,4765,4707,4791
83: 4216,555
84: 2921
85: 4804,1278,172
86: 2257,4094,2159,3020,3351
87: 
88: 3629,2193,854,2824,3417
89: 365,1375,4623
90: 2988,3808
4709: 2357,2724,4102,344
92: 2009,322
93: 1671,3363,4564
94: 1472,80,667
95: 4287,691,4706,3548
96: 4460,4365,120
4640: 2496,3771,3012
98: 2212,2233
99: 491,935,1496,1600,2655
100: 2089,541,1859,4562
101: 887,4230,2787,2108
4468: 3741,665,4034,1591,1639
103: 3757,4466
104: 
105: 1447,612,4261,3352
106: 1901
107: 1493,3066,429,3195,200
108: 2853,1386,1455
109: 4735
110: 4360,4222,3883
111: 1822,4308,3068,3214
112: 
113: 4057,3475,3956
114: 638,1746
115: 1237
116: 1586,1690
117: 1300,1437,1096
118: 3282,2287,2896,4699
119: 1955,350
120: 1946,4433,1220,96
121: 4732,824,4820
122: 3098,2554,2944,2226
123: 2711
124: 4637,3966,2306,3209,3839
125: 3987,2443,492
126: 353,179
4652: 3843,2177
128: 4013,1154
129: 661
130: 3688,4422,920,3131,645
4811: 2893,4425
132: 1586,1979
133: 3343,1294
134: 958,1074
135: 4238,3176,3530
136: 311,3692,2333
137: 928,4716
138: 2663
139: 
140: 4535,3712,4671,1255,2114,2869
141: 667,3961
4661: 1129,2058
143: 363,3337
144: 3896,3669,4773
145: 3006,4498,3661
146: 1664,2081,662
147: 
148: 
149: 
150: 875,2172,4289
151: 1900,2470,3994
152: 1805,1371,944
153: 1677,1993,4112,2857,3359
154: 434,2703,776,1214
155: 3839,1410,2888
4683: 1408,193,3926
157: 2955,3583,1063
158: 199,1545,1108
159: 2992,3207
160: 4279,53,3478,2886,1994
161: 894,961
4511: 
163: 838,2330,3217,2574,1431
164: 659,1208,3424
165: 4297,1685,2439,2111
166: 888,710,3209,2995
167: 366,1694,620,3047,4019
168: 3416,3345,558,4662
169: 1308,1323
170: 1351,1994,182
171: 2588,4361
172: 1434,2002,85,2430
173: 832,2918
174: 859,1405,1141,1284,2820,3888
175: 1891,352,2571,3956,1216
176: 
177: 846,1475,1395,319,2851,1106
178: 4393
179: 126,353
180: 
181: 4097,2307,552
182: 3576,4549,2203,170,1994,4072
183: 1076,3497
184: 1986,3563,3366
185: 1353
186: 4119
4776: 3145,995,820
188: 4628,4360,2736
4684: 
190: 2600,3727,4390
191: 3429,4404,1724
192: 
193: 2243,4683,3926
194: 
195: 3551,2025,3825,1905
196: 4594,4167
197: 
198: 3451,2736,3771,3582
199: 1545,158
200: 2990,4144,1119,429,107,1927
201: 2085
202: 2986,514,2831,646
203: 3286,2555
4598: 323,219,3305,2714
205: 2900,2993
206: 3529,4021
4405: 2204,1854,342,3133
208: 
209: 2061,3170,3981,837,3514
210: 3571,3524,565,2206
211: 
212: 3107,4795,3382,1613
213: 2350,752,4369,1750
214: 1933,4101,3476
4651: 4590,3009,285,4316,1992,333
4483: 3441,2784,2933
217: 1752,1459,877,580,4178
218: 3542,1173
219: 4598,323,4737,2714,3225,782
220: 3466,261,23,2220,3520
221: 3102,4531,4391,493,3202
222: 1439,3060
223: 2391,3682,489,4778
224: 3150,784,1799,3751
225: 1088,1863,876
4606: 2829,2983,3221,898
227: 41,679,3088
228: 4162,3621,1533,4583,2409
229: 2229,4377
230: 4392,2737
231: 1544
232: 257,4344,1959,3824,2847
233: 1356
234: 443,4653,808
235: 788,3377,1406
236: 2834,1572,458
237: 1508,15
238: 612,3352
239: 1319,1679,3202
240: 3373,2921
241: 3894,3625,2936
242: 2207,3948,3017,1484,4445,2683
243: 3313,4242,993,2579
244: 3471,766,3372,931,2941,2113
4512: 2022,995,4802
246: 1567,2208,3438
4790: 1453,1506,2137,2321
248: 4632,3162
249: 3696,3036
250: 4035
251: 385,3818,2589
252: 416,1336,3077
253: 464,4519,3947,4354
254: 3710,3859,4533,4434,2106
255: 4558,2047,4698,4584,2089
256: 2349,7,3912
257: 232,4344,1959,1938
258: 3292,1324,924,4810
259: 516
260: 2349,3912
261: 23,1601,3466,220
262: 2848,4807,3265
263: 1616,3855,4416,1742,2497
264: 4204,1052,1774
265: 2530,4775
266: 1274,44
4734: 3436,3715,2298
4538: 1257,3893,1608,2485,2613,1884
269: 4797,2038,1352
270: 1393,1873,550,484
271: 4353,2262
272: 2455,3745,3882,422
273: 2148,1309,4682,1723
274: 2368,4653,1624,808
275: 1094
276: 3858,283
277: 
278: 1967,2403,4383,2416
4654: 841,4648
280: 3401
281: 2059,4603
282: 871,1534,3979,1227,2744
283: 3143,276
284: 2989,2340,4289
285: 2985,3009,1095,4708,4316,4651
286: 
287: 3651,4267,3637,1796,985
4491: 1531,2800
289: 3959,2034,4571,68,3886
290: 1842,402,942,317
291: 4446
292: 3583,1969,956,40,2959,2540,4343
293: 1568
294: 344,3982,1146,2600,4805,3976,12
295: 1681,2516,4783
296: 2830,4474,3705,1422
297: 4394,581,4312,338
4582: 3177,2105,2349
299: 835
300: 4086,628
301: 1621,3316,3213,1179,1540
4595: 4183,3136,1622,1436,2021,4629
303: 3280,469,1046,2722,358
304: 2080,2955,1957
305: 1474,2130,3940
306: 3052,1701,560
307: 4496,3109,2210,4766,4243
308: 3026,2874,3872
309: 1643,2465,890,4143,3716,3713
4805: 2600,4390,4102,294,344
311: 136,3692,4772
312: 449,460
313: 4340,3305,2682
4642: 1100,1964,1081
315: 2512,414
316: 1262,4263,2865,2526
317: 446,865,402,290
318: 2610,3894,4464
319: 1395,846,177,725
320: 
321: 3217,3725,2399,2364,2574,31
322: 92,526
323: 3222,4598,219,2714
324: 4025,856
325: 4624,2214,3660
326: 4689,959
327: 
328: 3565,1082,1301
329: 
330: 1156
331: 1868,803,398
4413: 3542,3207,4304
333: 3787,1992,4651,4590,387
334: 1499,4093,3217,2399
4662: 2632,1602,558,3345,168
4625: 747,1783,3723,4161,4586,678,4536
337: 2594
338: 3057,297,581
339: 3997,3821,4044,4671
