0: 2732,4297,972
1: 3432,2823,4462,4773,599,4746,4085
4450: 1201
4812: 617,4250
4: 
5: 3642,739
6: 448,4758
4620: 616,409
8: 2380
9: 2208,1380
10: 1222,4790,145
11: 2090,1490
12: 882,2196,4334
4264: 2461,4061,3032
4608: 4234,3492,3169,943,340,4680
15: 2735,2271
16: 1904,1160
17: 4726,1020
18: 4544,1325,704,2657,1377
19: 981
20: 2640,1412,4078,2497
21: 332,2793,304
4015: 4405
23: 1177
24: 3735,1565
25: 4344,1551,2877,1915
26: 3409
27: 1594,240
28: 2750,39,3281,3740
29: 4268
30: 
31: 4173,1673
4108: 3470,3367
33: 2277,3475,2175
34: 2416
35: 
36: 3466,2802
4088: 
38: 4633,2793
39: 28,1390,3740
40: 2669,4558
41: 3002,380
42: 926,1652,2592
4669: 4235,1651,1120
44: 
45: 2705,4547,627,2779,765
46: 998
47: 2810
48: 1395
49: 4058,927,4643,3044
50: 732,1670
4776: 1464,3678,1093
52: 3709,4540,3336,3559,663
53: 971,905,2126
3775: 2431,2019,4679,2275,3722
4306: 1256,3600,4257
56: 3008,557
57: 2137,3175,2351,843
58: 2224,3609,411,227
59: 1963,4500,3661,2663
60: 266,4137,2457
4539: 4804,4386,2533,753,2228
62: 3997,4348,4305
63: 346,362,416,1009
4228: 2560,939,3110,3875,1272
3769: 4028,1849,3353,1770
66: 3272,4159,4605,402,4805
67: 4194,4260,3234
4304: 4807,1436,1296
69: 2639,3132,237
3787: 1351,4592,3319
71: 2299,3205,3831,1340
72: 4604,1739,3997
4103: 4590,2116,3004
74: 
75: 4223,280,2086
76: 548,4468,1352
77: 2327,2657,1377
3819: 3206,4786
79: 1681
80: 1039
4367: 
82: 1787,1126,2564
83: 4519,2468
84: 2683,2819,1678
85: 3607,2523,1491,481
86: 3939,2282
87: 
88: 
89: 2599,4253,1973
90: 
4821: 2414,1075,3656,2605
4616: 580,1844,727,3899,1134
93: 1199
4041: 2411,4794,1127,1018,1851,864
95: 1557
96: 
97: 1154,4012,4795,3442
98: 3476,3966,1181
3758: 4112
100: 375,2392,1116
101: 1982,193,1680
102: 2731,4781
103: 519,2975,4052,2963
104: 2109
105: 353,1045
106: 1876,1416
107: 2436,3494,1607,293,4054
4768: 2187,4291,2409,3817,990,2022,4622,342,1430,1765
4167: 201,3742
110: 4600
3908: 4503,1187,3980,3426
112: 4631,450,4510
113: 3211,352,425,1773,4342
3817: 2409,3845,4674,498,4768
3864: 2474
4662: 3633,808,2097,3820
117: 2937,3753
118: 841,2259,2490
119: 2671,1212
120: 2279,2023,872,2201
121: 2990
4097: 984
4455: 390,282,1240
124: 4209,3458,1532,1712
125: 557,2892,2338,2953
126: 
127: 1202,1414,2695
128: 2755
129: 
4668: 1706,3583,1067,2865
131: 2101,1606,652
132: 698,333,3923,712
133: 3362,2642,2644
134: 2478,3005,3149
4665: 795,2439,1118
136: 3321
137: 
4325: 224,150
4067: 3992,482
140: 1446,2030,4275
141: 2618,2269,2534
142: 3965
143: 469,2001,4748
144: 4274,3310,1513,2958
145: 4790,358,1544,1958,10
4802: 2838,951
147: 1929,3122,3076,3586,1903,4807
148: 1323
4787: 2170,750,1914,2954,2108,778,2320
150: 4014,212,4325,224
4301: 
152: 174,4186
153: 4591,4219,1272,3556
3832: 1550,3292,1232,345,2256,1829
155: 3899,727
156: 4697,4633
157: 905,3756,4805,791
4191: 2621,2040
4482: 732,3147
4429: 
161: 2658,2495,214,1074
162: 4408,2675
4614: 
164: 3712,3517,197
165: 2847,510,2873,2908,635
4272: 4129,1968,1577,1245,4384
167: 987,643,4196
168: 3906,4765,4460,2987
169: 3119,715,4281
170: 2707,2985,767,3476,1598
171: 
172: 410,4236
173: 1722,4174
174: 1385,152,2017
175: 4151,4187,2583,4434
4798: 
4715: 
178: 3332,2514,2571,2895
179: 4690
4534: 1453,3341,463
181: 4127
4360: 2995,2191,1316,4213,4712
183: 4685,3615,3670,1969,4823
4286: 3477,3820
185: 
186: 1703,847
187: 4029
188: 911,4271,1859,4705
189: 2563,889,1227,3974,590
4052: 2963,103
191: 2678,2743,655,820,890
192: 940
193: 4262,101,1680
4054: 993,293,4530,1607,107
195: 
196: 3373
197: 3517,164,1891
198: 1494,2206,3142
199: 3969
4558: 1424,40
201: 4167,533,1452,236
