0: 375,4174,2873
1: 1873,3647,2047,3349
4450: 1682,1392,547,2652
4812: 3740
4: 4393
5: 3826,3124
6: 3442,4064,763,3963
4620: 4599
8: 4255
9: 3816,2655,2426,2212
10: 2449,2663,3207,3783
11: 2874,4774
12: 1386,2938,4244,1014
4264: 1654
4608: 2280,4643,3333
15: 3726,2576
16: 2241,3167,3925,4790
17: 930,1396,461,628,3201,2117
18: 3575,338,4185
19: 2034,1292
20: 3759,927,3169,2581
21: 2723,3153,4128
4015: 4642,4405
23: 1981,1636,4172,4043,4291
24: 2143,356
25: 4211
26: 2928,4360,1494
27: 374
28: 682,3473,4696,3562
29: 
30: 
31: 4037,749,1671
4108: 1318
33: 4102,766,3190,4737
34: 1324,2813,2416,345,2256
35: 4791
36: 3466,342,600
4088: 
38: 4542,4633,4486,3959,2793
39: 3965,3281
40: 3824,1687,3393
41: 2145,1002,1620,1476,3751,3002
42: 
4669: 3200,750,2571,2749,4235
44: 3459
45: 2172,1549
46: 
47: 2810
48: 2712,321,2828
49: 3044,3792,1121,4803,1842
50: 986,4804,1491,4532
4776: 3411,602
52: 1196,1448
53: 1316,1738,3102,3395
3914: 
4306: 4376,3600,460
56: 557,2585,2218
57: 3530,1532,3510
58: 227,3609,1881,727
59: 526,2869,4767,2449,1544
60: 2984,501,4288
4539: 753,4482,431,1039
62: 4187,1170,2155,4151
63: 3056,3401
4228: 4659
65: 4005,4619
66: 4605,663,791,3640,4159
67: 1484,4386,2378
4304: 1436,3342
69: 598,1223,273
70: 1772
71: 3516,2474
72: 3869,486,3298,3225,4348
4103: 4693,437,2150
74: 
75: 1604,1326,280
76: 4014,3251,3493
77: 2793,404,2657,2604,3024
78: 3230
79: 2900,3046
80: 1226
4367: 3396
82: 3828,991,4184
83: 4519
84: 1678,2574,3860,4287
85: 475
86: 1891,545,1885
87: 4205,855
88: 367
89: 4371,3335,3731,2374,2471
90: 1502
4821: 4644,1915,3557,112,2933,1317,819
4616: 4725,3756
93: 1273
4041: 4065,864
95: 1768
96: 
97: 4319
98: 2351,3800,2985
99: 4406,4219,3066
100: 2723,2024,4212
101: 4678,1425,2967
102: 150,2582
103: 2963
104: 4800,1283,2457
105: 353
106: 2591
107: 2041,833,4449,3543
4768: 4172,2094,498,3392,1541,4043,4291,2531
4167: 3293,3778,295
110: 2375,4297,4588,4142
3908: 2757
112: 4247,2933,4233,2590,4821,4644
113: 3187,2063
114: 
3864: 237,2705,4547
4662: 1139,2097
117: 3481,4736
118: 1447,2935
119: 1882,3544
120: 2400,2960
121: 3169,436,1704,3779,2431
4097: 
4455: 4010,390,905,3480
124: 3966,2128,767
125: 3189,2200
126: 2138
127: 189,1471,1072
128: 
129: 
4668: 4640,4587,4213,2958
131: 294,576,1619,4193
132: 802,4727,2650
133: 3629,841,3375,4239
134: 1879,3005,2672
4665: 4733,987,4048,2206
136: 3860,4810,413,2683,2574,4123
137: 4791
4325: 143,420
4067: 4236,1787
140: 1749,869
141: 544,2153,2618
142: 
143: 1302,2744,4549,4325
144: 307,3149
145: 2239,2241,3167,1963,3720
4802: 4507
147: 869,1548,1729
148: 3839,4611,2134
4787: 4769,2514,638,1914,245,3366
150: 102,2582,3182,4049
4301: 388
152: 2340,1352,3295
153: 4551,3714,3844,459
4449: 107,2041,2448
155: 3280,392,1134,2857
156: 447,1778,4633
157: 586,791,4805
4191: 
4482: 753,2228,4539
4429: 
161: 3388,1674,303
162: 2380
4614: 4521
164: 4294,1982,3859
165: 2669,860
