cell_cell_repulsion_strength,cell_cell_adhesion_strength
8.930756143294275,0.5406742891296744
2.8136424543336034,0.5406742891296744
8.930756143294275,0.0486206592991948
8.930756143294275,0.0486206592991948
2.8136424543336034,0.5406742891296744
2.8136424543336034,0.0486206592991948
1.287418209016323,0.2095964452251792
9.399201977998018,0.2095964452251792
1.287418209016323,0.4262853188440204
1.287418209016323,0.4262853188440204
9.399201977998018,0.2095964452251792
9.399201977998018,0.4262853188440204
5.293862145394087,0.4355854097753763
5.098560985177755,0.4355854097753763
5.293862145394087,0.2466542389243841
5.293862145394087,0.2466542389243841
5.098560985177755,0.4355854097753763
5.098560985177755,0.2466542389243841
6.188856544904411,0.0140992406755685
6.973727245815098,0.0140992406755685
6.188856544904411,0.4696488328278064
6.188856544904411,0.4696488328278064
6.973727245815098,0.0140992406755685
6.973727245815098,0.4696488328278064
